"acc_y";"acc_z";"time_ms";"acc_x"
405;470;13717;-751
393;476;13722;-751
416;484;13727;-766
416;484;13732;-766
416;484;13737;-788
416;484;13742;-788
408;475;13747;-788
388;445;13752;-753
388;489;13757;-765
417;489;13762;-765
417;489;13767;-779
410;475;13772;-779
386;446;13777;-778
386;446;13782;-778
386;446;13787;-761
386;446;13792;-761
418;485;13797;-761
409;475;13802;-783
409;475;13807;-783
386;444;13812;-780
386;444;13817;-762
389;469;13822;-777
389;479;13827;-777
411;479;13831;-777
411;479;13836;-777
411;479;13841;-780
388;449;13846;-780
388;470;13851;-753
392;470;13856;-753
411;483;13861;-780
388;446;13866;-785
388;446;13871;-785
388;446;13876;-758
388;446;13881;-758
387;463;13886;-758
387;463;13891;-775
410;482;13896;-775
410;482;13901;-775
392;450;13906;-781
385;467;13911;-758
413;489;13916;-758
413;489;13921;-758
413;489;13926;-784
413;489;13931;-784
393;445;13936;-784
393;445;13941;-784
385;462;13946;-756
385;462;13951;-756
411;488;13956;-760
416;483;13960;-786
416;458;13965;-757
383;458;13970;-757
383;458;13975;-757
383;458;13980;-753
383;483;13985;-777
410;483;13990;-777
410;483;13995;-777
415;483;14000;-777
382;461;14005;-760
409;487;14010;-758
409;487;14015;-775
409;487;14020;-775
417;484;14025;-775
392;451;14030;-763
392;451;14035;-756
392;451;14040;-756
392;451;14045;-756
408;483;14050;-756
413;485;14055;-774
398;458;14060;-786
398;458;14065;-786
398;458;14070;-753
404;488;14075;-753
418;485;14080;-775
418;485;14084;-788
418;485;14089;-788
418;485;14094;-788
398;457;14099;-788
381;451;14104;-755
416;484;14109;-773
416;484;14114;-773
416;484;14119;-788
400;458;14124;-788
378;448;14129;-768
378;448;14134;-768
378;448;14139;-772
378;448;14144;-772
417;485;14149;-772
401;461;14154;-786
401;449;14159;-766
378;449;14164;-766
378;449;14169;-770
403;482;14174;-788
398;458;14179;-788
398;458;14184;-788
398;458;14189;-788
398;458;14194;-768
378;447;14199;-768
402;483;14204;-748
402;483;14209;-748
403;463;14213;-788
381;446;14218;-772
381;446;14223;-772
381;446;14228;-772
381;446;14233;-755
398;479;14238;-755
398;479;14243;-785
420;489;14248;-785
380;447;14253;-772
380;447;14258;-772
399;481;14263;-747
399;481;14268;-766
399;481;14273;-766
421;483;14278;-766
421;483;14283;-769
381;444;14288;-753
381;444;14293;-753
394;478;14298;-753
394;478;14303;-753
417;489;14308;-772
403;467;14313;-774
403;467;14318;-748
403;478;14323;-748
390;478;14328;-748
418;485;14333;-764
418;485;14337;-782
418;485;14342;-782
407;472;14347;-782
407;472;14352;-782
394;478;14357;-754
419;486;14362;-766
419;486;14367;-783
419;486;14372;-783
409;473;14377;-783
383;442;14382;-749
383;442;14387;-763
383;442;14392;-763
383;442;14397;-763
419;485;14402;-763
410;473;14407;-781
386;445;14412;-779
386;445;14417;-765
386;445;14422;-765
414;486;14427;-765
410;471;14432;-783
410;471;14437;-776
410;471;14442;-776
410;471;14447;-776
385;445;14452;-776
389;470;14457;-764
410;477;14461;-784
410;477;14466;-784
410;477;14471;-781
387;444;14476;-761
388;468;14481;-761
388;468;14486;-761
388;468;14491;-761
388;468;14496;-780
409;478;14501;-780
387;449;14506;-780
385;467;14511;-756
385;467;14516;-756
409;479;14521;-779
409;479;14526;-779
409;479;14531;-779
409;479;14536;-784
388;445;14541;-784
388;445;14546;-754
384;463;14551;-754
411;485;14556;-781
411;449;14561;-781
391;449;14566;-781
391;449;14571;-755
391;449;14576;-755
384;464;14581;-758
384;464;14585;-758
412;486;14590;-783
412;486;14595;-783
393;451;14600;-783
385;460;14605;-758
385;460;14610;-758
412;485;14615;-758
412;485;14620;-781
414;485;14625;-781
414;455;14630;-781
383;455;14635;-756
383;455;14640;-760
383;455;14645;-760
412;483;14650;-760
412;485;14655;-776
412;485;14660;-776
381;456;14665;-760
381;456;14670;-755
409;483;14675;-755
409;483;14680;-755
415;485;14685;-776
415;485;14690;-787
415;485;14695;-787
396;453;14700;-787
396;453;14705;-787
408;487;14710;-758
418;489;14714;-774
418;489;14719;-787
418;455;14724;-787
398;455;14729;-787
382;449;14734;-754
382;449;14739;-775
382;449;14744;-775
415;488;14749;-775
415;488;14754;-775
399;455;14759;-787
379;450;14764;-755
379;450;14769;-770
379;450;14774;-770
416;487;14779;-788
397;460;14784;-788
397;460;14789;-788
397;460;14794;-788
397;451;14799;-765
379;451;14804;-765
416;486;14809;-772
399;459;14814;-787
399;459;14819;-769
380;448;14824;-769
380;448;14829;-769
380;448;14834;-769
380;448;14838;-771
403;480;14843;-771
403;480;14848;-785
406;464;14853;-785
383;452;14858;-768
403;482;14863;-750
403;482;14868;-750
403;482;14873;-774
403;482;14878;-774
405;464;14883;-756
405;464;14888;-783
382;445;14893;-783
382;445;14898;-783
399;480;14903;-783
416;487;14908;-777
375;418;14913;-797
375;418;14918;-797
375;418;14923;-750
417;520;14928;-750
381;454;14933;-782
381;454;14938;-782
381;454;14943;-786
381;454;14948;-786
399;440;14953;-786
394;493;14958;-741
394;473;14962;-780
437;473;14967;-780
437;473;14972;-775
391;483;14977;-775
374;474;14982;-768
374;474;14987;-768
374;474;14992;-765
374;474;14997;-765
414;485;15002;-765
390;462;15007;-776
390;462;15012;-776
409;483;15017;-757
409;483;15022;-772
412;488;15027;-772
412;465;15032;-772
408;465;15037;-792
408;465;15042;-752
408;465;15047;-752
380;447;15052;-752
399;480;15057;-761
399;480;15062;-761
401;471;15067;-773
401;471;15072;-767
386;449;15077;-767
386;449;15082;-767
420;490;15087;-767
420;490;15091;-788
420;490;15096;-788
411;480;15101;-788
411;480;15106;-788
385;449;15111;-788
387;471;15116;-759
387;471;15121;-775
387;472;15126;-775
410;472;15131;-775
391;442;15136;-775
